,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
60,600111.XSHG,600111,北方稀土,XSHG,2019-12-31,10.91,10.91,10.89,10.98,10.76,10.84,35095236,380717840,21583,0.0097,1,39382435440,39382435440,-0.0064,59.1707,64.0469,4.1287,1,10.848
61,600111.XSHG,600111,北方稀土,XSHG,2020-01-02,10.84,10.84,10.88,11.12,10.85,11.07,57561327,632313184,30593,0.0158,1,40218040620,40218040620,0.0212,60.4262,65.4058,4.2164,1,10.985
62,600111.XSHG,600111,北方稀土,XSHG,2020-01-03,11.07,11.07,11.09,11.23,11.0,11.06,58416609,648384741,33957,0.0161,1,40181709960,40181709960,-0.0009,60.3716,65.3467,4.2125,1,11.099
63,600111.XSHG,600111,北方稀土,XSHG,2020-01-06,11.06,11.06,11.01,11.35,10.95,11.27,83079419,931187551,43060,0.0229,1,40944653820,40944653820,0.019,61.5179,66.5875,4.2925,1,11.208
64,600111.XSHG,600111,北方稀土,XSHG,2020-01-07,11.27,11.27,11.23,11.32,11.04,11.18,57361175,639459889,31307,0.0158,1,40617677880,40617677880,-0.008,61.0267,66.0557,4.2582,1,11.148
65,600111.XSHG,600111,北方稀土,XSHG,2020-01-08,11.18,11.18,11.17,11.23,10.89,10.9,50315990,555180964,32976,0.0138,1,39600419400,39600419400,-0.025,59.4983,64.4014,4.1516,1,11.034
66,600111.XSHG,600111,北方稀土,XSHG,2020-01-09,10.9,10.9,10.98,11.05,10.88,10.96,31310515,343039250,20000,0.0086,1,39818403360,39818403360,0.0055,59.8258,64.7559,4.1745,1,10.956
67,600111.XSHG,600111,北方稀土,XSHG,2020-01-10,10.96,10.96,10.98,11.03,10.91,10.95,24412307,267785942,16701,0.0067,1,39782072700,39782072700,-0.0009,59.7712,64.6968,4.1706,1,10.969
68,600111.XSHG,600111,北方稀土,XSHG,2020-01-13,10.95,10.95,10.95,11.06,10.8,11.05,28912617,316311329,17845,0.008,1,40145379300,40145379300,0.0091,60.317,65.2877,4.2087,1,10.94
69,600111.XSHG,600111,北方稀土,XSHG,2020-01-14,11.05,11.05,11.05,11.24,11.04,11.08,39167467,436835959,24881,0.0108,1,40254371280,40254371280,0.0027,60.4808,65.4649,4.2202,1,11.153
70,600111.XSHG,600111,北方稀土,XSHG,2020-01-15,11.08,11.08,11.07,11.07,10.84,10.85,27540271,300158391,19986,0.0076,1,39418766100,39418766100,-0.0208,59.2253,64.106,4.1326,1,10.899
71,600111.XSHG,600111,北方稀土,XSHG,2020-01-16,10.85,10.85,10.88,11.03,10.74,10.79,22898167,248781424,16159,0.0063,1,39200782140,39200782140,-0.0055,58.8978,63.7515,4.1097,1,10.865
72,600111.XSHG,600111,北方稀土,XSHG,2020-01-17,10.79,10.79,10.8,10.86,10.67,10.7,21844087,234464368,15947,0.006,1,38873806200,38873806200,-0.0083,58.4065,63.2197,4.0754,1,10.734
73,600111.XSHG,600111,北方稀土,XSHG,2020-01-20,10.7,10.7,10.72,10.95,10.66,10.88,24975894,270670288,15830,0.0069,1,39527758080,39527758080,0.0168,59.3891,64.2832,4.144,1,10.837
74,600111.XSHG,600111,北方稀土,XSHG,2020-01-21,10.88,10.88,10.86,10.87,10.55,10.57,27121346,289181814,20109,0.0075,1,38401507620,38401507620,-0.0285,57.6969,62.4516,4.0259,1,10.663
75,600111.XSHG,600111,北方稀土,XSHG,2020-01-22,10.57,10.57,10.55,10.64,10.34,10.56,23896086,250614657,17500,0.0066,1,38365176960,38365176960,-0.0009,57.6423,62.3925,4.0221,1,10.488
76,600111.XSHG,600111,北方稀土,XSHG,2020-01-23,10.56,10.56,10.5,10.54,10.05,10.14,33882052,347705776,24424,0.0093,1,36839289240,36839289240,-0.0398,55.3498,59.911,3.8621,1,10.262
77,600111.XSHG,600111,北方稀土,XSHG,2020-02-03,10.14,10.14,9.13,9.13,9.13,9.13,13364600,122018798,8456,0.0037,1,33169892580,33169892580,-0.0996,49.8366,53.9436,3.4774,1,9.13
78,600111.XSHG,600111,北方稀土,XSHG,2020-02-04,9.13,9.13,8.28,9.05,8.28,8.9,60274915,530583815,37813,0.0166,1,32334287400,32334287400,-0.0252,48.5811,52.5846,3.3898,1,8.803
79,600111.XSHG,600111,北方稀土,XSHG,2020-02-05,8.9,8.9,8.96,9.42,8.96,9.28,47885557,443409238,40471,0.0132,1,33714852480,33714852480,0.0427,50.6554,54.8298,3.5346,1,9.26
80,600111.XSHG,600111,北方稀土,XSHG,2020-02-06,9.28,9.28,9.39,9.42,9.21,9.36,33456915,311763071,26176,0.0092,1,34005497760,34005497760,0.0086,51.0921,55.3025,3.565,1,9.318
81,600111.XSHG,600111,北方稀土,XSHG,2020-02-07,9.36,9.36,9.28,9.49,9.2,9.4,33206541,310330033,23356,0.0091,1,34150820400,34150820400,0.0043,51.3104,55.5388,3.5803,1,9.345
82,600111.XSHG,600111,北方稀土,XSHG,2020-02-10,9.4,9.4,9.37,9.61,9.3,9.58,32876305,312238201,24188,0.009,1,34804772280,34804772280,0.0191,52.293,56.6023,3.6488,1,9.497
83,600111.XSHG,600111,北方稀土,XSHG,2020-02-11,9.58,9.58,9.68,9.69,9.52,9.55,26205402,251605776,21672,0.0072,1,34695780300,34695780300,-0.0031,52.1292,56.4251,3.6374,1,9.601
